Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
The Boston Sci-Fi/Fantasy Meetup Group,<p>Meet fellow Sci-fi/Fantasy Fans near you! Come to a local Sci-fi/Fantasy Meetup to have fun talki,https://www.meetup.com/boston-scifi,Boston,02108,6399,Hobbies & Passions,"Joss Whedon, Buffy, Social, Book Club, Comic Books, Stargate, Doctor Who, Firefly, Battlestar Galactica, Science Fiction, Sci-Fi/Fantasy, Science Fiction Writing, Star Trek, Star Wars, Fantasy","Boston Sci-Fi/Fantasy Meetup (ID: 10184458, Date: 2009-05-05T19:00-04:00); Movie Outing: Terminator Salvation (ID: 10351170, Date: 2009-05-22T19:00-04:00); Labyrinth Singalong (ID: 10446025, Date: 2009-05-25T18:00-04:00)"
! ! i wanted to do that . . . just not alone ! ! ! ™ Boston,[CLICK HERE](http://www.socialfundation.com) to see our main meetup events calendar[ http://www.soci,https://www.meetup.com/iwanttodothatboston,Boston,02111,5056,No category,"Self-Help & Self-Improvement, Entrepreneurship, Professional Networking, Outdoors, Travel, Adventure, Dining Out, New In Town, Social Networking, Social, Foodie, Fun Times, Singles, Nightlife, Volunteering","Cheers To The Freakin Weekend: Apps And Cocktails At Highball Lounge (ID: 221270360, Date: 2015-03-27T18:30-04:00); Drinks And Apps In The North End (ID: 221509658, Date: 2015-04-10T19:30-04:00); TGIF... Let's Meet For Drinks, Apps, And Live Music (ID: 221823104, Date: 2015-04-17T21:30-04:00)"
Casual Game Nights Boston! Meet new people over video chat,"TL;DR join us for social games over video chat, 7 days a week! We always teach you the rules from sc",https://www.meetup.com/casual-game-nights-boston-meet-new-people-over-video-chat,Boston,02108,68,Games,"Card Games, Gaming, Game Night, Party Games, Board Games, LGBT Friendly, Make New Friends, Social Networking","Game Night! (ID: 303538308, Date: 2024-09-19T20:00-04:00); Game Morning! (ID: 303551091, Date: 2024-09-20T13:30-04:00); Game Night! (ID: 303549974, Date: 2024-09-20T20:00-04:00)"
ODSC Boston Data Science - Applied AI,ODSC brings together the open source and data science communities with the goal of helping its membe,https://www.meetup.com/odscbostonappliedai,Boston,02210,1131,Technology,"Data Analytics, Data Science, Web Development, Machine Learning, Open Source, Data Visualization, Software Development, Predictive Analytics, Big Data, AI Algorithms, Software Engineering, Data Engineering, NLP (Neuro-Linguistic Programming)","Let's meet and build a basic blog together using Ruby on Rails! (ID: 155060312, Date: 2013-12-12T18:00-05:00); Let's meet and build a basic blog together using Ruby on Rails! (ID: 155067272, Date: 2013-12-12T18:00-05:00); Let's meet and build a basic blog together using Ruby on Rails! (ID: 155138472, Date: 2013-12-17T18:00-05:00)"
Boston Area Arabic & English Language Meetup,"<p>Want to practice and improve your Arabic, if you are a learner? Want to meet people interested in",https://www.meetup.com/bostonarabic,Boston,02118,1507,Identity & Language,"Language Exchange, Culture Exchange, International and Exchange Students, Middle Eastern Culture, Social, Language & Culture, Arabic, Arabic Culture, English as a Second Language","Coffee and Conversation at Andala Cafe (ID: 11964269, Date: 2009-12-16T18:00-05:00); Coffee and Conversation at Andala Cafe (ID: 12690070, Date: 2010-03-06T18:00-05:00); Coffee and Conversation at Andala Cafe (ID: 13545985, Date: 2010-05-25T18:00-04:00)"
the nerd fun boston mobile knitting group,"<p><strong>Nerds and Fiber. </strong></p>
<p><span>We knit.</span> <span>We crochet.</span> <span>We",https://www.meetup.com/the-nerd-fun-boston-mobile-knitting-group,Cambridge,02138,526,Hobbies & Passions,"Crochet, Coffee/Tea While Knitting, Knitting, Geeks & Nerds, Social Networking","Starbucks in Arlington (ID: 17115288, Date: 2011-04-03T16:00-04:00); Second Sunday at Porter Sq Books (ID: 17178518, Date: 2011-04-10T13:00-04:00); Gore Place Sheepshearing Festival 4/30 (ID: 17384569, Date: 2011-04-30T13:00-04:00)"
The Boston Area Real Estate Investors Association,"Connect with entrepreneurs in Boston
Boston AREIA was founded in 2007 to give opportunities, educati",https://www.meetup.com/bostonarearealestateinvesting,Boston,02109,1693,Career & Business,"Beginner Real Estate Investing, Cashflow, Real Estate Investment Education, Real Estate Networking, Real Estate Foreclosures, Real Estate Investing, Investing, Education & Technology, Real Estate Investors, Business Strategy","The Boston Area Real Estate Investors Association July Meetup (ID: 5974599, Date: 2007-08-16T17:30-04:00); Purchase Real Estate with your Self-Directed IRA (ID: 6207705, Date: 2007-09-13T18:30-04:00); The Boston Area Real Estate Investors Association September Meetup (ID: 6193572, Date: 2007-09-20T17:30-04:00)"
Boston Area Test Automators,The group's charter is to enable automation engineers and architects to share knowledge gained thru ,https://www.meetup.com/boston-area-test-automators,Waltham,02451,175,Technology,"DevOps Automation, Automation, Test Automation, Software QA and Testing, Selenium, Software Development, Java, Perl, Groovy, Open Source","Using Docker containers to run your automated test scripts (ID: 229434406, Date: 2016-04-12T18:30-04:00); Data-Driven Functional, Integration and End-to-End Testing in the API Economy (ID: 230664393, Date: 2016-05-10T18:30-04:00); Putting a flexible test automation strategy together (ID: 231334829, Date: 2016-06-14T18:30-04:00)"
Boston Applied Data Engineering Community Meetup,**Data engineering is taking the world of data science by storm.** More and more organizations are l,https://www.meetup.com/boston-data-engineering-meetup-group,Boston,02108,222,Technology,"Python, Open Source, Data Visualization, Data Science, Artificial Intelligence, Machine Learning, Apache Spark, Data Engineering, Data Pipelines, Software Engineering, Data Analytics, Predictive Analytics, Data Mining, Big Data, AI Algorithms","Free Virtual Data Engineering Summit 2023 (ID: 290552212, Date: 2023-01-18T10:30-05:00); Open source Data Lake Mgmt, Curation, and Governance for New&Growing Companies (ID: 290904144, Date: 2023-01-25T12:00-05:00); Live Training: ""Introduction to Fraud and Anomaly Detection"" (ID: 291056220, Date: 2023-02-08T12:00-05:00)"
The Boston Metal Meetup Group,"Unite with other metalheads in the Boston area.  Check out shows, recommend bands and discuss all th",https://www.meetup.com/bostonmetal,Waltham,02451,367,Music,Heavy Metal,"Iron Maiden (ID: 5070805, Date: 2006-10-06T18:30-04:00); Middle East: Dying Fetus, Skeleton Witch, Demericous, The Absence (ID: 6496779, Date: 2007-11-03T20:30-04:00); John Harvards Brew House in Harvard Square (ID: 6837197, Date: 2007-12-13T19:00-05:00)"
Boston Area Test Automators,The group's charter is to enable automation engineers and architects to share knowledge gained thru ,https://www.meetup.com/boston-area-test-automators,Waltham,02451,175,Technology,"DevOps Automation, Automation, Test Automation, Software QA and Testing, Selenium, Software Development, Java, Perl, Groovy, Open Source","Using Docker containers to run your automated test scripts (ID: 229434406, Date: 2016-04-12T18:30-04:00); Data-Driven Functional, Integration and End-to-End Testing in the API Economy (ID: 230664393, Date: 2016-05-10T18:30-04:00); Putting a flexible test automation strategy together (ID: 231334829, Date: 2016-06-14T18:30-04:00)"
Meet New People 20s to 30s Boston,Life is full of positivity and cool people; there are a lot of amazing people out there you haven't ,https://www.meetup.com/meet-new-people-20s-to-30s-boston,Boston,02108,66,Social Activities,"New In Town, Nightlife, Social Networking, Fun Times, Happy Hour, Dance Parties, Clubbing, Dinner Parties, Partying","Meet New People (20s - 30s) Boston (ID: 302542291, Date: 2024-08-08T19:00-04:00); Meet New People (20s - 30s) Boston (ID: 302542304, Date: 2024-08-08T19:00-04:00); Meet New People (20s - 30s) Boston (ID: 302564783, Date: 2024-08-08T19:00-04:00)"
3 Steps to Spanish Fluency: Online Workshops Boston,"This group is for people wishing to learn Spanish to a high level of competency, especially if they ",https://www.meetup.com/3-steps-to-spanish-fluency-online-workshops-boston,Boston,02108,24,Identity & Language,"Retirement Planning, Travel, Bilingual Children, Spanish Culture, Bilingual Moms, Retired, Spanish, International Travel, Bilingual Spanish/English, Spanish Speakers, Seniors, Latino Culture","3 Steps to Spanish Fluency: Online Workshop. (ID: 303717356, Date: 2024-10-01T14:00-04:00); 3 Steps to Spanish Fluency: Online Workshop. (ID: 303717357, Date: 2024-10-01T14:00-04:00); 3 Steps to Spanish Fluency: Online Workshop. (ID: 303771428, Date: 2024-10-03T14:00-04:00)"
Real Estate Networking/Education Meeting in Boston,"Connect with entrepreneurs in Boston
Boston AREIA was founded in 2007 to give opportunities, educati",https://www.meetup.com/bostonrealestateentrepreneurs,Boston,02108,1098,Career & Business,"Real Estate Investors, Landlords & Property Managers, Home Buyers, Real Estate Agents","ForeclosuresMass' Turning the Key: Getting Clear For a Great Next Year (ID: 5241813, Date: 2006-12-07T19:00-05:00); ForeclosuresMass' Turning the Key: The Perfect Market for Investing (ID: 5241908, Date: 2007-01-04T19:00-05:00); ForeclosuresMass' Turning the Key: Finance Panel (ID: 5361542, Date: 2007-02-01T19:00-05:00)"
Wonderful Women Over 60 - Boston and Beyond!,"***PLEASE READ THIS IMPORTANT INFORMATION IN FULL:***

We are a warm and welcoming group, so have no",https://www.meetup.com/wonderful-women-over-60,Chestnut Hill,02467,81,Social Activities,"Women's Social, Women Over 60, Dining Out, Fun Times, Outdoors, Walking, Museums & Galleries, Recreational Sports, Make New Friends","Downtown tulips and swans! (ID: 293285741, Date: 2023-05-09T14:00-04:00); Group kickoff lunch (ID: 293196373, Date: 2023-05-27T11:30-04:00); Lunch at Trillium ONLY.  Walk at Houghton’s Pond cancelled due to rain.  (ID: 293926490, Date: 2023-06-24T12:00-04:00)"
"Boston Horror Society (films, conventions, etc)",<p>Calling all horror fanatics! Many of us have friends who look at us a little strange when we star,https://www.meetup.com/boston-horror-society-films-conventions-etc,Boston,02116,908,Hobbies & Passions,"Horror Fiction, Halloween Parties, Watching Movies, Horror Films, B-Movies, Film, Movie Nights, Horror Writing, Sci-Fi/Fantasy, Horror Geeks, Book Club, Cult Films, Conventions","Boston Horror Society Introductory Meeting (ID: 222387665, Date: 2015-05-19T19:00-04:00); We Are Still Here (2015)- Midnight Screening (ID: 222486283, Date: 2015-05-23T23:45-04:00); Night of the Comet (1984) (ID: 222779502, Date: 2015-05-29T21:45-04:00)"
Boston & Nationwide Lesbian/Bi/Trans Dating Events,"**Lesbian/Bi/Trans/Queer Speed Dating Events**

💞 If you’re frustrated with dating apps and are look",https://www.meetup.com/boston-lesbian-mixers-events-activities,Boston,02108,2810,Identity & Language,"Gay Professionals, LGBT+, Lesbian Dating, Lesbian Social Networking, Single Lesbians","Lesbian/Bisexual Speed Dating 2.0 (ID: 234343072, Date: 2016-10-27T18:30-04:00); Holiday Lesbian/Bisexual Fast Flirting 2.0 + Mixer (ID: 235357266, Date: 2016-12-14T18:30-05:00); Love Machine + Fast Flirting: Special Valentine's Day Event, Boston, February 11 (ID: 236801212, Date: 2017-02-11T20:00-05:00)"
Boston's social strategy (and slightly silly) gamers,<p>Please note that you must have a recognizable picture of yourself that includes your face as one ,https://www.meetup.com/boston-social-strategy-gamers,Boston,02118,2624,Games,"Games, Strategy Games, Board Games, Social, Game Night, European Board Games, Tabletop Board Games, Gaming, Strategy Board Games, Fun Times","Meetup numero uno! (ID: 17171062, Date: 2011-04-23T13:00-04:00); Strategy Games at Pandemonium (ID: 17516672, Date: 2011-05-15T18:00-04:00); Strategy Games at Pandemonium (ID: 17516696, Date: 2011-05-15T18:00-04:00)"
Play Guitar Boston | Classes and Jams,"Guitar lesson and music jam in downtown Boston area welcoming players of all levels. Beginners, don'",https://www.meetup.com/boston-guitar-group,Boston,02115,839,Music,"Guitar, Beginner Guitar, Guitar Lessons","Study guitar fundamentals  (ID: 207591762, Date: 2014-09-20T12:00-04:00); Group Class for Beginners (ID: 208383782, Date: 2014-09-27T12:00-04:00); Group Class for Beginners (ID: 210055702, Date: 2014-10-04T12:00-04:00)"
Best Yet!  Beach Volleyball - Boston,"Experience a welcoming, social and engaging environment with high-level volleyball. You're sure to m",https://www.meetup.com/best-yet-beach-volleyball-boston,Boston,02108,847,Sports & Fitness,"Volleyball, Make New Friends, Sports and Recreation, Social, Beach Volleyball, Outdoor Volleyball, Friendship for the Lonely, Exercise, Recreational Sports, Co-ed Adult Volleyball, Co-ed Sand Volleyball, Fitness, Co-ed Beach Volleyball, Pickup Volleyball","LIFT OFF!  2pm Sunday Volleyball #1 at Carson Beach | $2 | Intermediate + up (ID: 280718081, Date: 2021-09-19T14:00-04:00); FALL FUN!  2pm Sunday Volleyball #2 at Carson Beach | $2 | Intermediate + up (ID: 280898793, Date: 2021-09-26T14:00-04:00); AUTUMN PLAY!  2pm Sunday Volleyball #3 at Carson Beach | $2 | Intermediate + up (ID: 281078612, Date: 2021-10-03T14:00-04:00)"
Boston Stand-up Comedy Fans,Welcome to the Boston Stand-up Comedy Fans Meetup Group! If you love laughing until your sides hurt ,https://www.meetup.com/boston-stand-up-comedy-fans,Boston,02108,77,Social Activities,Stand-up Comedy,"Nash Bar Comedy Event (Weekly/Free!) (ID: 302514817, Date: 2024-07-30T19:00-04:00); Comedy at The Dot Tavern (Weekly/Free!) (ID: 302514963, Date: 2024-08-01T20:00-04:00); Laugh Boston Show ($25 through link) (ID: 302567677, Date: 2024-08-03T19:00-04:00)"
Boston Society of American Magicians Group,"Magicians, learning magicians, or people in allied arts (puppetry, balloon sculpting, juggling, etc.",https://www.meetup.com/boston-society-of-american-magicians-meetup-group,Brookline,02445,63,Art & Culture,"Houdini, Performing Arts, Magic, Beginner Magic, Creativity","Walk Around Magic (ID: 266181596, Date: 2019-11-13T19:30-05:00); Magic Auction - Free Admission  (ID: 266480751, Date: 2019-12-11T19:30-05:00); Teach-In, Card Tricks. January Meeting (note, not our usual day of the month) (ID: 266181556, Date: 2020-01-15T19:30-05:00)"
"Cloud Security Alliance, Boston Chapter",The Cloud Security Alliance (CSA) is the world’s leading organization dedicated to defining and rais,https://www.meetup.com/cloud-security-alliance-csa-boston,Boston,02108,1381,Technology,"Network Security, Software Security, Information Security, Cloud Security, Computer Security, Cybersecurity","Adopting AWS: A Security Perspective (ID: 254891597, Date: 2018-10-09T18:00-04:00); Market of Assured & Trustworthy Complex Industrial IoT Cyber/Physical Systems (ID: 255450893, Date: 2018-11-13T18:00-05:00); Cloud App Security Maturity Model  (ID: 256470922, Date: 2018-12-04T18:00-05:00)"
Boston Tech Solidarity Hack Night,<p>Boston Tech Solidarity folks! This is an unofficial meetup for brainstorming and building tech pr,https://www.meetup.com/boston-tech-solidarity-hack-night,Boston,02215,74,Movements & Politics,"Political Activism, Civic Hacking","Thu March 2 - First Boston Tech Solidarity Hack Night! (ID: 237735913, Date: 2017-03-02T18:30-05:00)"
Boston Young Writers Critique Group,This group is intended for creative writers of **prose fiction** 18-35 who are dedicated to improvin,https://www.meetup.com/boston-young-writers,Cambridge,02138,148,Writing,"Short Story Writing, Fiction Writing, Creative Writing, Fiction, Writing Workshops, Novel Writing, Critique Group, Short Stories","Young Writers Meet & Greet and Group Setup (ID: 242008804, Date: 2017-08-12T15:00-04:00); First Critique Workshop (ID: 242507103, Date: 2017-09-02T15:00-04:00); Critique Workshop (ID: 243422627, Date: 2017-09-30T15:00-04:00)"
Boston Blockchain Fintech Innovation Meetup,"<p>We are a group of entrepreneurs, investors and business professionals who have interest in fintec",https://www.meetup.com/fintech-blockchain,Boston,02108,777,Technology,"Investing, New Technology, Entrepreneurship, Cryptocurrency, Blockchain, Currency Trading","Boston Crypto Maiden Meetup (ID: 241204384, Date: 2017-07-20T17:30-04:00); Panel Discussion - The Do's and Don'ts of Launching A Successful Token Sale/ICO (ID: 242548006, Date: 2017-09-05T18:00-04:00); The Dark Side of Crypto (ID: 243557725, Date: 2017-10-18T18:00-04:00)"
Boston - Big Data Meetup Group,"<p>WELCOME to Boston - Big Data Meetup Group!</p>
<p>We will be hosting a Virtual Workshop twice per",https://www.meetup.com/boston-big-data-meetup-group,Boston,02108,263,Technology,"EC2, Big Data, Amazon Web Services, Engineering, Business Intelligence & Data Warehousing, Data Analytics, Data Warehouse, Data Lakes","FREE Virtual Workshop: Create an Amazon Redshift Data Warehouse w. AWS & Etleap (ID: 271166435, Date: 2020-07-15T09:00-04:00); FREE Virtual Workshop: Create an Amazon Redshift Data Warehouse w. AWS & Etleap (ID: 271525667, Date: 2020-07-15T12:00-04:00); FREE - Looker BEACON Virtual Session - eMoney + Etleap: From Silos to Synergies  (ID: 272919489, Date: 2020-09-15T13:00-04:00)"
Boston Young Professionals Christian Meetup,We are the Young Professionals Ministry of the Boston Church of Christ and have events and small gro,https://www.meetup.com/boston-small-group-bible-study,Boston,02108,109,Religion & Spirituality,"Spirituality, Christian Parenting, The Bible, Exploring Christianity, Bible Study, Following Jesus, Christian Social, Christian Women, Christian Singles, Christian, Jesus Christ","Virtual Bible Discussion (Watertown/Brighton/Newton) (ID: 283474240, Date: 2022-02-02T19:30-05:00); Virtual Bible Discussion (Watertown/Brighton/Newton) (ID: 283474266, Date: 2022-03-02T19:30-05:00); ""Fill-A-Bag"" for Kids Club (Newton) (ID: 284623093, Date: 2022-03-17T19:00-04:00)"
Boston Philosophy of Science Meetup Group,<p>Discussions on the philosophy and foundations of Physics</p>,https://www.meetup.com/boston-philosophy-of-science-meetup-group,Boston,02108,69,Science & Education,"Physics, Philosophy, Ethics, Intellectual Discussions, Critical Thinking, Theoretical Physics, Intellectual Friends",
Boston Real Estate Investor Club,"<p>The Mission for Boston Real Estate Investor Club is to&nbsp;<span>serve, connect and help all the",https://www.meetup.com/boston-real-estate-investor-club,Boston,02108,1799,Career & Business,"Landlords & Property Managers, Investing, Real Estate Agents, Professional Networking, Real Estate Investors, Business Strategy, Real Estate, Entrepreneurship, Beginner Real Estate Investing, Real Estate Networking, Real Estate Investing, Real Estate Investment Education","Grand Opening of Boston Real Estate Insiders Club/ Topic Wholesaling Houses (ID: 258495450, Date: 2019-03-13T18:00-04:00); Wholesaling Houses Workshop With ""Gregory Lawrence Thorne  (ID: 258739638, Date: 2019-03-30T10:00-04:00); High Performance Success Summit (ID: 261484973, Date: 2019-06-08T09:00-04:00)"
Boston - Big Data Meetup Group,"<p>WELCOME to Boston - Big Data Meetup Group!</p>
<p>We will be hosting a Virtual Workshop twice per",https://www.meetup.com/boston-big-data-meetup-group,Boston,02108,263,Technology,"EC2, Big Data, Amazon Web Services, Engineering, Business Intelligence & Data Warehousing, Data Analytics, Data Warehouse, Data Lakes","FREE Virtual Workshop: Create an Amazon Redshift Data Warehouse w. AWS & Etleap (ID: 271166435, Date: 2020-07-15T09:00-04:00); FREE Virtual Workshop: Create an Amazon Redshift Data Warehouse w. AWS & Etleap (ID: 271525667, Date: 2020-07-15T12:00-04:00); FREE - Looker BEACON Virtual Session - eMoney + Etleap: From Silos to Synergies  (ID: 272919489, Date: 2020-09-15T13:00-04:00)"
Gay Young Old Somerville & Boston,<p>This is a group for gay older men and younger men. Meetups will be an open environment for all ge,https://www.meetup.com/somerville-young-and-old-and-all-between-meetup-group,Somerville,02144,289,Identity & Language,"Philosophy, Gay Friends, Gay, Gay Couples, Gay Men, Gay Seniors 50+","Gay Young Old Meetup (ID: 267639690, Date: 2020-01-19T19:00-05:00); Gay Young Old Meetup #2 (ID: 268375432, Date: 2020-02-16T15:00-05:00); Twinks and Drinks (Virtual) (ID: 269566459, Date: 2020-03-28T20:00-04:00)"
Boston Society of American Magicians Group,"Magicians, learning magicians, or people in allied arts (puppetry, balloon sculpting, juggling, etc.",https://www.meetup.com/boston-society-of-american-magicians-meetup-group,Brookline,02445,63,Art & Culture,"Houdini, Performing Arts, Magic, Beginner Magic, Creativity","Walk Around Magic (ID: 266181596, Date: 2019-11-13T19:30-05:00); Magic Auction - Free Admission  (ID: 266480751, Date: 2019-12-11T19:30-05:00); Teach-In, Card Tricks. January Meeting (note, not our usual day of the month) (ID: 266181556, Date: 2020-01-15T19:30-05:00)"
Boston Area Drawing & Digital Art,"<p>This is a group for artists in the Boston metro area to hang out while working on art, and to sha",https://www.meetup.com/boston-area-drawing-digital-art,Cambridge,02138,339,Art & Culture,"Sketching, Drawing, Digital Art, 3D Artists, Animation, Illustration, Game Design, 3D Modeling, Figure Drawing, Industrial Design, Character Design","2016 Meetup 7 - make awesome art! (ID: 230805185, Date: 2016-05-15T15:00-04:00); 2016 Meetup 8 - create cool stuff! (ID: 231298940, Date: 2016-05-29T15:00-04:00); Drawing & Digital Art 2016 meetup 9 (ID: 231962950, Date: 2016-06-26T15:00-04:00)"
Boston Global Diversity CFP Community,"<p>At Boston's Global Diversity CFP Day Community, we support people who identify as members of unde",https://www.meetup.com/boston-global-diversity-cfp-community,Cambridge,02140,54,Technology,"Professional Development, Public Speaking, Internet Professionals, Presentations, Communication Skills, Web Technology, Diversity & Inclusion","GDCFP Hangout at Caffe Nero (ID: 256976920, Date: 2018-12-15T11:00-05:00); Global Diversity CFP Day 2019 (Boston) (ID: 258419883, Date: 2019-03-02T10:00-05:00); Mini workshop on impostor syndrome with Rayshauna Gray and Women Who Code Boston (ID: 265642563, Date: 2019-10-29T18:00-04:00)"
Boston Spiritual Calling Awakening Group,"Welcome to Spirit Calling!

Embark on a profound journey of awakening with the support of a caring c",https://www.meetup.com/boston-spiritual-growth-meetup-group,Boston,02108,44,Religion & Spirituality,"Spiritualism, Mindfulness Meditation, Channeling, Intuitive Spiritual & Psychic Development, Spiritual Growth, Energy Healing, Enlightenment, Spiritual Awakening, Past Life Regression, Reiki","Spiritual Awakening Sundays (ID: 295261794, Date: 2023-08-06T12:00-04:00); Spiritual Awakening Sundays (ID: 295343146, Date: 2023-08-13T12:00-04:00); Spiritual Sunday LIVE with Pamela Downes (ID: 295428391, Date: 2023-08-20T12:00-04:00)"
Boston Business Networking Meetup Group,Networking events can be an invaluable resource for professionals and entrepreneurs looking to grow ,https://www.meetup.com/boston-business-networking-meetup-group,Boston,02108,329,Career & Business,"Executive Coaching, Startup Businesses, Small Business Owners, Entrepreneurship, Entrepreneur Networking, Business Strategy, Professional Networking, Business Referral Networking, Professional Development, Small Business","DZ Events Networking  (ID: 293409160, Date: 2023-05-16T18:00-04:00); LUNCHEON WITH NIKKI STONE, OLYMPIC GOLD MEDALIST ON PERSONAL GROWTH (ID: 294018353, Date: 2023-10-04T12:00-04:00); 50+ Speed Dating Event Station One Foxboro, MA (ID: 298759708, Date: 2024-02-06T18:00-05:00)"
Boston Data Lineage Meetup Group,Data engineers and pipeline managers know that producing data lineage – end-to-end pipeline metadata,https://www.meetup.com/boston-data-lineage-meetup-group,Boston,02108,87,Technology,"Database Professionals, Data Management, Big Data, Database Development, Data Analytics, Data Visualization, Data Mining, Data Science, Software Engineering","Data Lineage Meetup @ Microsoft New England (ID: 298893366, Date: 2024-03-19T17:30-04:00)"
Boston 1 Dragon Boat Team,Boston 1 is a nonprofit dragon boat club operating out of the Boston Harbor. **Our water season begi,https://www.meetup.com/boston-1-dragon-boat-team,Boston,02110,1556,Travel & Outdoor,"Group Fitness Training, Exercise, Fitness, Paddling, Dragon Boating, Outdoor Fitness, Water Sports, Team Sport, Outdoors, Dragon Boat Festival, New In Town, Social, Social Networking, Outrigger Canoe Paddling, Canoeing and Kayaking - Dragon Boating - Outrigger","Indoor pool training (ID: 169288992, Date: 2014-03-08T13:30-05:00); Gym session (weights + cardio/abs/stretch) (ID: 170062242, Date: 2014-03-12T19:00-04:00); Gym session (weights + cardio/abs/stretch) (ID: 170060402, Date: 2014-03-15T09:45-04:00)"
@Boslab | Boston Open  Science Laboratory,"<p>We meet to talk and do science at Boston's Open Science Laboratory - BosLab.&nbsp;</p>
<p><a href",https://www.meetup.com/boslab,Cambridge,02140,3009,Science & Education,"DIYbio, Synthetic Biology, Biological Engineering, Biotechnology, Biology, Life Sciences, Computational Biology, BioInformatics, Genetics, Science, Open Source, Robotics, Technology, Arduino, Chemistry","Open House (ID: 186118622, Date: 2014-06-01T13:00-04:00); Open Hours (ID: 187964662, Date: 2014-06-12T18:00-04:00); BioTech 101 - Weekend workshop (ID: 186996292, Date: 2014-06-14T14:00-04:00)"
Boston Young Creatives (20s & 30s),"**Join our discord:** (more info below)
[https://discord.gg/kdkJsTtnRd](https://discord.gg/kdkJsTtnR",https://www.meetup.com/boston-young-creatives,Boston,02110,1362,Career & Business,"20's-30's, Small Business, Professional Networking, Entrepreneurship, Social Networking, Social, Web Design, Graphic Design, Writing, Startup Businesses, Web Development, Marketing, Creative Writing, Software Development","Night Owls: Beta (Beer & Planning) (ID: 73453522, Date: 2012-07-18T17:30-04:00); Sunday Sketching (ID: 73924652, Date: 2012-07-22T17:00-04:00); Night Owls: Beta2 (Beer & Planning) (ID: 74179432, Date: 2012-07-27T18:30-04:00)"
Boston d3.js User Group,"<p>Boston d3.js is a group specifically focused on data visualizations based on d3.js.</p>
<p>If you",https://www.meetup.com/boston-d3-js-user-group,Cambridge,02142,729,Technology,"d3.js, Open Source, HTML5, Data Visualization, Web Development, Software Development, Graphic Design, JavaScript, Big Data","Introduction to d3 using Tributary! (ID: 76239022, Date: 2012-08-23T18:45-04:00); D3 and the Encyclopedia of Life: A Force-directed Graph for Species Interaction (ID: 83944092, Date: 2012-10-22T19:00-04:00); Make your own charting library with d3! (ID: 87230372, Date: 2012-11-05T19:00-05:00)"
Boston Hindi-Urdu Speakers and Learners,We provide Hindi-Urdu speakers and learners a chance to use and study Hindi-Urdu in varied settings.,https://www.meetup.com/boston-hindi-urdu,Cambridge,02138,958,Identity & Language,"New In Town, Bollywood & Bhangra, International and Exchange Students, Bollywood Films, Language & Culture, Desis, Urdu Culture, Hindi, Indian Culture, Expat Indian, South Asians, Pakistanis","Meet up to speak Hindi! (ID: 60678972, Date: 2012-05-15T18:30-04:00); Keep speaking Hindi! (ID: 64972342, Date: 2012-06-02T16:00-04:00); Khana & Bhasha (ID: 67469142, Date: 2012-06-16T14:00-04:00)"
Connection Lab Boston: 20s/30s,"In an increasingly connected world, why do so many people feel disconnected? Many of us have an abun",https://www.meetup.com/connection-lab-boston-cambridge-somerville,Boston,02108,115,Social Activities,"Make New Friends, Conversation, Fun Times, Hanging Out, Local Activities, Meaningful Conversations, Spirituality","Connection Lab 20s/30s: Connect deeply with others and yourself (ID: 301571804, Date: 2024-06-15T12:00-04:00); Connection Lab 20s/30s: Connect deeply with others and yourself (ID: 301839305, Date: 2024-06-29T11:30-04:00); Connection Lab 20s/30s: Connect deeply with others and yourself (ID: 302264476, Date: 2024-07-21T12:00-04:00)"
Women Navigating Finances Community – Boston,We are committed to creating a community of empowered women successful in managing their finances fo,https://www.meetup.com/women-navigating-finances-community-boston,Boston,02108,32,Career & Business,"Business Strategy, Small Business, Marketing, Social Networking, Professional Networking, Women Entrepreneurs, Entrepreneurship, Business Referral Networking, Entrepreneur Networking, Startup Businesses, Small Business Marketing Strategy, Social, Self-Help & Self-Improvement, Self-Empowerment, Self Exploration","Bustin’ Thru Financial Procrastination - Easy & Profitable Next Step Strategies (ID: 301265979, Date: 2024-06-12T18:30-04:00); Your Retirement Isn't Like That Of Your Parents'; The New Retirement Landscape (ID: 301749442, Date: 2024-06-26T18:30-04:00); Increase Your Wealth By Changing Your Limiting Money Beliefs (ID: 301966444, Date: 2024-07-10T18:30-04:00)"
Boston Apache Flink Meetup by Confluent,New to Apache Flink®? Find out more: Apache Flink® https://flink.apache.org/what-is-flink/flink-arch,https://www.meetup.com/boston-flink,Boston,02108,1,Technology,"Open Source, System Administration, Software Development, New Technology, Web Technology, Cloud Computing, Big Data, Data Visualization, DevOps, Data Science, Apache Flink, Apache Kafka",
Doll Collectors of the Greater Boston Area,"Welcome to Boston Doll Collectors!

🎀 Are you passionate about dolls and doll collecting? 🎀

If you'",https://www.meetup.com/doll-collectors-of-the-greater-boston-area,Boston,02108,38,Hobbies & Passions,"Antique Collecting, Dining Out, Social, Community, Make New Friends, Social Networking, Fun Times, Collecting","Show and Tell Picnic! (ID: 295227178, Date: 2023-09-09T14:00-04:00)"
